RDT,TAP
0.00023231202589052216,0.1
0.006178683593351064,0.2
0.028654104874388013,0.3
0.08229290080857543,0.4
0.16589557579978004,0.5
0.2628046175906438,0.6
0.3733177238335287,0.7
0.4889566081914999,0.8
0.6023742160198349,0.9
0.7145556629344161,1.0
