RDT,NMD
0.018050250494238536,10.0
0.016848989313172913,20.0
0.018418881578108958,30.0
0.02296552532283976,40.0
0.027840467944534042,50.0
0.03630609288571862,60.0
0.05186266578985939,70.0
0.07276519463799176,80.0
0.10519101986383424,90.0
0.13890112741446153,100.0
0.17191666506217426,110.0
0.2039427674472412,120.0
0.22431963708579805,130.0
0.2449551533495689,140.0
0.2596436821763842,150.0
